mfcc,contrast,tonnetz,chroma,centroid,pitch,energy,rhythm,class
"[-5.0676892e+02  1.3924301e+02 -1.5795035e+01  1.5561452e+01
  1.1174241e+01  3.9527133e+00  6.1990714e+00 -1.4347732e-01
 -5.4192579e-01  9.4011462e-01 -1.7897060e+01 -3.5109246e+00
  6.3370671e+00 -1.1966380e+01 -3.8119988e+00 -5.7815331e-01
 -8.6904879e+00 -4.5076960e-01  4.2611295e-01 -1.8024408e+00
  5.9178144e-01 -4.9244924e+00  1.4183040e+00  7.6902425e-01
 -3.3301513e+00 -1.2933397e+00 -2.2486768e+00 -2.8816876e+00
 -1.6011274e+00 -1.9780897e+00 -4.1732974e+00 -1.6910926e+00
 -5.0319627e-02 -6.3519496e-01 -1.5006174e+00  4.1083100e-01
 -1.5877541e+00 -1.8901168e+00 -4.9985945e-01  5.6043684e-01]","[22.51307275 14.55275248 15.56170326 16.49138504 19.68464154 23.3163303
 35.35445188]",[-0.03579406 -0.04816019  0.03375771  0.0728847  -0.01369214  0.00349723],"[0.6000383  0.57520443 0.56487495 0.5968541  0.5133703  0.41915348
 0.46829844 0.57446593 0.62345207 0.51328975 0.47948104 0.52135885]",[979.26692594],1020.73004,0.015602307,161.4990234375,other
"[-4.9707446e+02  1.3900655e+02 -3.1366594e+00  1.9267954e+01
  1.5887580e+00 -1.8642778e+00  4.1570535e-01  1.1526204e+00
 -8.8804398e+00 -3.2634692e+00 -9.6039467e+00 -1.9821272e+00
  3.3739183e+00 -1.2488792e+01 -3.2193077e+00 -8.0469131e-01
 -9.6094704e+00 -5.7130399e+00 -3.6328166e+00 -1.9615756e+00
  1.3110634e+00 -2.4944832e+00  1.2079235e+00 -8.9489484e-01
 -4.3840895e+00 -1.6550505e+00 -9.6828127e-01 -2.1413765e+00
 -8.0672455e-01 -2.0115316e+00 -3.1286557e+00 -4.9829590e-01
 -1.9396892e+00 -1.7841501e+00 -2.0863204e+00 -1.5532160e+00
 -2.5991499e+00 -1.7866724e+00 -1.8075818e+00 -3.4243348e+00]","[23.97815766 14.47649635 16.18390344 15.87406528 17.62252377 21.20069095
 37.41496671]",[ 0.05507193 -0.04274573 -0.00498792  0.09965892  0.01181818  0.00506407],"[0.5243029  0.60420334 0.64462996 0.6243708  0.65422416 0.5265981
 0.47488275 0.49603817 0.50314945 0.55312973 0.53419787 0.5087133 ]",[956.32922771],727.8476,0.017000431,135.99917763157896,other
"[-5.2070947e+02  1.4796007e+02 -3.9250510e+00  1.2558819e+01
  5.0152340e+00  2.3986366e+00  1.8927857e+00  3.7224426e+00
 -3.3571851e+00 -2.5379300e+00 -1.0878555e+01 -4.0208092e+00
  3.8491197e+00 -1.3439405e+01 -4.3063560e+00  5.0215135e+00
 -6.7716384e+00 -5.6252642e+00 -6.0765511e-01 -2.7725215e+00
 -9.0678650e-01 -1.2481165e+00  2.2318544e+00  3.1153977e-01
 -4.1430340e+00 -8.4233600e-01 -6.0853112e-01 -2.3909664e+00
 -6.1480886e-01 -2.7948704e+00 -2.8729417e+00 -9.1891789e-01
 -1.9409599e+00 -4.8084596e-01 -1.8524981e+00 -1.5683324e+00
 -3.9673467e+00 -2.6683669e+00 -7.3170125e-01 -2.2047684e+00]","[23.28570168 14.6541837  16.51849816 16.87305995 18.72777083 21.74391936
 35.78748449]",[-0.05081395 -0.03168593  0.07534628  0.05100527 -0.01062822 -0.01435178],"[0.53489405 0.6264954  0.6735935  0.69177276 0.5173322  0.4488844
 0.47094086 0.5366352  0.5451569  0.4825821  0.51197445 0.48996997]",[861.2145454],774.87714,0.014163288,99.38401442307692,other
"[-5.3129724e+02  1.4326637e+02 -8.8254137e+00  1.7813387e+01
  1.0851213e+01  5.2889433e+00  3.7020609e+00  6.8996115e+00
 -4.8881418e-01  3.5334940e+00 -1.3034297e+01 -2.6029689e+00
  4.4510365e+00 -1.4017916e+01 -3.7301745e+00  2.9033751e+00
 -5.5110540e+00 -9.5848376e-01  2.7433231e+00 -1.2304360e+00
  1.4741172e+00 -2.6075153e+00  1.4267838e+00  8.6221683e-01
 -3.3447478e+00 -5.7621038e-01  3.3580190e-01 -2.5740991e+00
  2.3604740e-01 -3.2538512e-01 -2.0182612e+00  3.5323808e+00
 -1.6646287e+00 -3.0552819e+00 -1.8311913e+00 -2.2978556e+00
 -2.1377163e+00 -4.9828884e-01  8.2667464e-01 -1.1259555e+00]","[22.62185109 14.10859797 15.53758337 16.22927865 19.29362329 22.36913963
 36.04618969]",[-0.03426013  0.01248899  0.14365291  0.12318409  0.01689767 -0.04554078],"[0.53702307 0.56893533 0.56781423 0.5428464  0.58130014 0.5251862
 0.4587723  0.533035   0.5555714  0.49690625 0.47332236 0.48203358]",[897.84352049],860.039,0.013229036,129.19921875,other
"[-4.7067474e+02  1.4566731e+02 -1.5390696e+01  1.9133114e+01
  3.0086327e+00  5.2364593e+00  3.5314951e+00 -6.6711235e-01
 -5.1663313e+00 -9.5745668e+00 -1.4608086e+01 -1.3895438e+00
  3.8037193e+00 -1.5378652e+01 -7.2464185e+00  3.4374235e+00
 -4.8514967e+00 -6.8863258e+00 -2.0033762e+00 -2.9984381e+00
 -1.4051716e+00 -7.0549393e-01  5.3071940e-01 -1.6587868e+00
 -5.4857960e+00  2.5047600e-01 -6.9563264e-01 -5.9448528e+00
  4.5847139e-01 -2.4163754e+00 -6.1731009e+00 -7.0479637e-01
 -2.3218386e+00 -1.5783235e+00 -4.0428786e+00 -2.5100219e+00
 -1.1917219e+00 -2.4620652e+00 -7.1748245e-01 -2.5918834e+00]","[23.12683561 12.92896002 15.3833379  15.39869243 18.85430435 21.71765099
 34.24715764]",[-0.00398735  0.03483661  0.05715263  0.00229492  0.02484499 -0.01835771],"[0.6218213  0.66590846 0.71074355 0.6520128  0.5879697  0.55376613
 0.524072   0.5301695  0.51036143 0.5516804  0.59125644 0.6097387 ]",[923.33319138],853.25507,0.021482404,143.5546875,other
"[-4.6262659e+02  1.0099483e+02  2.8273957e+00  2.0491213e+01
 -5.0165663e+00  3.8725491e+00  5.6697950e+00  3.6661977e-01
 -1.1113515e+00 -8.1690273e+00 -1.1542554e+01 -5.8961701e+00
  5.4617649e-01 -6.6911540e+00 -3.5402055e+00 -5.6616670e-01
 -6.0121694e+00 -3.9341340e+00 -1.5136464e+00 -2.8713379e+00
  6.4851063e-01 -9.8138505e-01 -2.6013992e+00  9.1566235e-02
 -4.9995680e+00 -2.6288474e+00  9.9714404e-01 -3.8173473e+00
 -1.3916575e+00  4.3241519e-01 -1.4778217e+00  8.0642653e-01
 -1.0201118e+00 -4.2289305e+00 -3.5483987e+00 -2.0788920e+00
 -1.3166069e+00 -3.4212694e+00 -2.7850938e+00 -8.7365228e-01]","[23.9327741  14.13831362 17.0163229  17.10874781 19.1051391  21.18597571
 38.00106679]",[-0.02780722 -0.00623194 -0.02155369 -0.06954901  0.01838503 -0.00190608],"[0.6367093  0.597235   0.61405617 0.6071713  0.6082279  0.5877659
 0.5810674  0.5272294  0.5124383  0.5408425  0.6748978  0.6929219 ]",[1306.16147524],1085.4974,0.016465422,161.4990234375,other
"[-4.7778787e+02  1.2326742e+02 -5.6768436e+00  1.2518224e+01
  4.4496660e+00  4.2223439e+00  2.5767820e+00 -2.7221816e+00
 -5.2592669e+00 -6.1202040e+00 -6.8679085e+00 -6.4226604e-01
  2.5595829e+00 -1.0352568e+01 -2.1278877e+00  1.8363643e+00
 -6.3180866e+00 -4.2388377e+00 -5.8973980e+00 -4.6778274e+00
  1.3019186e-01 -2.4110845e-01 -1.0118595e-02 -2.4038186e+00
 -4.9148655e+00  1.0581433e+00 -1.3471398e-01 -5.9048758e+00
 -3.1712350e-01 -6.8069643e-01 -3.5814455e+00  1.0981860e+00
 -6.7667001e-01 -1.2919976e+00 -1.5625346e+00 -8.5919207e-01
 -6.4880627e-01 -4.7967343e+00 -1.2700202e+00 -1.2749516e+00]","[22.28035791 13.00144062 16.15269435 15.73935075 18.21031988 20.17948206
 35.5912179 ]",[-0.03854512 -0.03394014  0.0068143   0.04676921 -0.01742726 -0.02226487],"[0.60368043 0.5964754  0.64942724 0.6775078  0.7011557  0.6473329
 0.56269485 0.5289291  0.5787645  0.60226744 0.66407025 0.64844245]",[997.74294942],910.12885,0.02105678,135.99917763157896,other
"[-4.8835742e+02  1.3027499e+02 -1.0714748e+01  1.8346975e+01
  7.3069882e+00  9.3827038e+00 -1.9546795e+00  3.7046747e+00
 -7.4817262e+00 -2.4067042e+00 -8.7248688e+00 -1.1907468e+00
  2.3310299e+00 -1.6648087e+01 -4.0827413e+00  3.9608564e+00
 -7.4609656e+00 -6.8794751e+00 -2.3245624e-01 -5.5965219e+00
 -1.7686225e+00  4.0497473e-01 -3.9252469e-01 -4.8414035e+00
 -3.2499297e+00  1.1300967e+00 -4.1192169e+00 -2.8793507e+00
 -4.4292068e-01 -5.5259043e-01 -8.8832837e-01  3.2013896e-01
  1.2223508e+00 -3.1500111e+00 -4.2115517e+00 -9.1933972e-01
 -2.4132888e+00 -3.6759856e+00 -4.7673124e-01 -2.2578809e+00]","[21.98524176 13.357455   14.84073442 14.64644046 19.21781468 20.64883426
 36.04941221]",[ 0.01216431  0.02807025  0.04204024  0.04620339  0.00782078 -0.02059334],"[0.5773277  0.5940711  0.6463613  0.71088064 0.7257014  0.64265394
 0.56371725 0.55356497 0.63636386 0.6391018  0.584954   0.5594592 ]",[1061.96962892],1023.6253,0.017398577,135.99917763157896,other
"[-5.0366962e+02  1.2627542e+02 -3.3120263e+00  1.8562395e+01
  6.7388719e-01  1.0721871e+01  2.1888795e+00  4.5069618e+00
 -8.1588125e+00 -9.6749520e-01 -1.6190624e+01  3.5579935e-01
  4.3007030e+00 -1.3931201e+01 -3.6210375e+00  8.3592612e-01
 -5.2064948e+00 -6.5243416e+00 -3.6732814e+00 -4.3333716e+00
  1.0123441e-01 -2.8027980e+00 -1.5814795e-01 -8.9549536e-01
 -3.2857642e+00 -1.0952465e-01  1.5826545e+00 -3.3478804e+00
 -2.1764474e+00  1.7050305e-01 -2.9540057e+00 -7.5191796e-01
  3.3223704e-01 -1.6911534e+00 -1.6604294e+00 -2.4397788e+00
 -1.5060699e+00 -2.4940159e+00 -3.7715020e+00 -5.3477794e-01]","[22.05303088 13.27100291 15.08053396 15.49290443 17.80569387 19.79713664
 37.47354446]",[ 0.03112587  0.00297828 -0.00323887  0.03435285  0.01208779 -0.00976524],"[0.69810414 0.6807116  0.67218304 0.6533686  0.6022039  0.5689318
 0.5825959  0.60154045 0.61522985 0.60399204 0.6474221  0.69933754]",[1172.30075475],1068.8971,0.015685445,129.19921875,other
"[-5.3599530e+02  1.3301440e+02 -7.3775172e+00  1.5577323e+01
  9.0933218e+00  8.3587990e+00  2.8152113e+00 -2.8507264e+00
 -2.5331392e+00 -6.6134582e+00 -9.5980396e+00 -2.7902670e+00
  9.1765660e-01 -1.4823265e+01 -3.8209696e+00  4.3056579e+00
 -6.5375333e+00 -4.8779244e+00 -2.4304028e+00 -3.1036735e-01
 -1.7141340e+00 -1.1935183e+00  1.0757656e+00 -3.6162219e+00
 -4.0530944e+00  1.1816878e+00 -1.4623095e+00 -3.4077346e+00
  1.8746073e+00 -3.9635167e-01 -1.8390639e+00 -7.3728406e-01
 -1.6651889e+00 -2.6249247e+00 -2.8877437e+00  2.8926671e-01
 -2.1683099e+00 -1.0971384e+00 -5.2638537e-01 -3.2163630e+00]","[22.79940511 12.8802919  15.06201677 14.46543178 19.17121583 21.40909694
 35.81110513]",[-0.00175066 -0.02915082 -0.02538273 -0.05005981 -0.00106686  0.02067471],"[0.6730883  0.71393335 0.6770662  0.654805   0.6056527  0.6273817
 0.6338198  0.6129765  0.6021631  0.58232796 0.60009646 0.6083988 ]",[1027.40873446],957.95953,0.012839237,151.99908088235293,other
"[-4.8391437e+02  1.2922693e+02 -1.3432247e+01  2.1384384e+01
  1.1151126e+01  9.9734240e+00  8.0085526e+00 -5.3945109e-02
 -1.7411985e-01 -5.8068666e+00 -5.6225739e+00  7.6564521e-01
  2.2843881e+00 -1.3063159e+01 -3.5056727e+00  7.1094723e+00
 -5.0194964e+00 -4.2649984e+00 -9.3860555e-01 -4.7965327e-01
 -6.6136402e-01  1.6007191e+00  2.5246785e+00 -4.1673265e+00
  1.3055307e-02  4.8046112e+00 -1.7054610e+00  6.7101568e-01
  3.0057304e+00 -2.1690435e+00 -1.4088844e+00  1.1931521e-01
  7.9766053e-01 -7.0478606e-01 -5.5719006e-01  5.9458897e-03
 -3.6459801e+00 -1.5347873e+00 -2.7988565e+00 -4.0026612e+00]","[22.26515757 13.76222704 15.68573685 15.5520343  20.43276421 23.72630259
 35.72662506]",[ 0.01065387  0.00817925 -0.04109695 -0.04594655 -0.01593276 -0.00154678],"[0.57772523 0.6066394  0.61343116 0.61115384 0.6434929  0.5675914
 0.5205748  0.5594179  0.56126696 0.5218985  0.5585414  0.6246184 ]",[1116.80790845],1051.7028,0.020165958,103.359375,other
"[-4.8686685e+02  1.2720434e+02 -2.3049610e+00  1.3715169e+01
  2.8785725e+00  7.2839003e+00  2.2247744e+00  6.3772826e+00
 -4.4673820e+00 -1.0701156e+00 -1.3296298e+01  3.0177186e+00
  4.3333869e+00 -1.2612161e+01 -3.1395509e+00 -3.7586346e-01
 -3.4254382e+00 -3.6443436e+00 -3.7556355e+00 -3.3593674e+00
  2.5205803e+00 -1.6274536e-01  4.5417869e-01 -8.8654995e-02
 -2.9763536e+00  1.0152731e+00  1.7292041e+00 -4.3207827e+00
 -3.8384926e-01  1.9357039e+00 -4.0019159e+00 -3.5917804e-02
  1.8669634e+00 -2.7763460e+00 -2.0858407e+00 -2.2861226e+00
 -1.1531024e+00 -2.1515579e+00 -1.8403997e+00 -1.0955901e+00]","[22.60678209 12.98257773 14.93713425 16.06671351 18.17937729 20.89131603
 36.97950211]",[ 0.00617166  0.02686012 -0.02558369  0.05897444  0.0247763  -0.03420462],"[0.6614     0.69248646 0.689449   0.651105   0.61684203 0.5816776
 0.5429133  0.60009    0.60795623 0.610355   0.63774985 0.6490873 ]",[1076.08111217],944.191,0.020101113,123.046875,other
"[-5.07275482e+02  1.31412720e+02 -8.06746387e+00  1.69743252e+01
  7.78105879e+00  1.36035652e+01  4.61729002e+00  5.91042757e+00
 -8.18465042e+00 -7.19915986e-01 -1.12213154e+01  4.26199770e+00
  1.05502832e+00 -1.32636795e+01 -2.12297583e+00  2.21832967e+00
  3.49129625e-02 -3.01140189e+00 -1.01120703e-01 -1.36977160e+00
  2.85550714e+00  1.15650678e+00 -1.24536850e-01 -8.96228909e-01
 -1.62200701e+00  3.30168223e+00  2.71315885e+00 -3.88649464e+00
  2.13813603e-01  1.24721432e+00 -3.92440796e+00 -4.98662859e-01
  1.74394345e+00 -2.02076530e+00 -1.25420481e-01 -3.18202943e-01
 -9.92603004e-01 -2.11532545e+00 -2.72326946e+00 -9.49000120e-01]","[20.63437593 12.6440442  15.35199191 15.23079527 18.94661284 19.63515326
 37.30545328]",[-0.06803228 -0.04289773  0.09134924 -0.05460765  0.00970363  0.0450608 ],"[0.5877779  0.65700734 0.66787    0.6576611  0.6225905  0.572605
 0.6196899  0.62639534 0.55721647 0.49645796 0.51956904 0.5499125 ]",[1097.77125929],1061.1494,0.016768763,129.19921875,other
"[-5.09321259e+02  1.12793526e+02 -4.80968571e+00  1.77031155e+01
  1.44573545e+01  1.12397852e+01 -1.08314887e-01  3.40936613e+00
 -6.79043102e+00 -2.59833741e+00 -1.33942757e+01 -7.15376079e-01
 -1.01647127e+00 -1.67285271e+01  1.80471671e+00  4.38309669e+00
 -5.80203915e+00 -7.17201900e+00  4.26654011e-01  5.94246030e-01
 -1.57331645e-01  6.26653731e-01  3.15768409e+00 -1.84653890e+00
 -1.67670131e+00  1.86272368e-01 -5.24045897e+00 -9.28623796e-01
  7.41991997e-01 -3.90894675e+00 -2.98763704e+00 -1.29228365e+00
 -1.95176506e+00 -2.52551460e+00 -2.93992949e+00 -2.20103407e+00
 -1.96930528e+00 -1.19348669e+00 -3.01755428e+00 -3.89444113e-01]","[22.23726815 15.36733333 16.53297093 15.3920737  20.07265261 20.93384241
 37.69857626]",[-0.02608258 -0.0135232   0.08809542 -0.01166762  0.02805757  0.00384911],"[0.547697   0.65798706 0.6535711  0.6696938  0.6442199  0.52722543
 0.5452272  0.5903264  0.5427047  0.4914395  0.4746741  0.46903843]",[1097.90986699],920.691,0.015088686,129.19921875,other
"[-5.13082397e+02  1.28235748e+02 -3.75583982e+00  2.08986130e+01
  7.29485846e+00  4.07289839e+00  1.78255975e+00  3.84662628e+00
 -5.19114351e+00  5.54715157e-01 -1.37119665e+01  1.42525351e+00
 -1.02000058e+00 -1.57177067e+01  4.23607230e-02  9.72581923e-01
 -3.53796673e+00 -5.05637169e+00 -1.80542994e+00  1.00424230e-01
  1.35934460e+00  1.12829223e-01  4.52680779e+00 -1.63188362e+00
 -3.29141188e+00  3.55922079e+00 -2.37884688e+00 -4.57604790e+00
  2.04429317e+00 -6.10174716e-01 -3.12055111e+00  8.32984567e-01
 -1.23464596e+00 -1.50960565e+00 -1.45255053e+00 -2.51604152e+00
 -4.03689086e-01 -1.27249420e+00 -2.37519240e+00 -5.13985395e-01]","[21.30779174 14.39027882 16.02439929 15.00572607 18.425482   21.19709143
 36.72210599]",[ 0.02570497 -0.03564927  0.00616126 -0.02765723  0.03797811  0.00723569],"[0.59203655 0.6831996  0.6385979  0.6707157  0.62789905 0.5532646
 0.59729576 0.61047304 0.539113   0.5154527  0.534893   0.54102   ]",[1019.71600407],918.0199,0.013538585,117.45383522727273,other
"[-5.1289789e+02  1.2355633e+02 -3.4375579e+00  2.1384899e+01
  1.1292455e+01  5.5147572e+00  1.8294584e+00  1.9423863e+00
 -4.3263946e+00  7.2614366e-01 -1.6646711e+01 -3.0412865e+00
  3.8173244e+00 -1.5939588e+01 -3.7727928e+00  2.1306767e+00
 -3.0311759e+00 -4.5333467e+00 -1.7469610e+00  4.6565339e-01
 -2.4161253e+00 -2.7869582e+00  4.7346334e+00 -6.0332388e-01
 -3.1197994e+00  3.4391718e+00 -1.3109078e-01 -4.1399617e+00
  2.3435545e+00 -1.1300169e+00 -4.2696762e+00  2.5150647e+00
 -2.3213983e+00 -1.6013137e+00  3.6394420e-01 -2.6490495e+00
 -1.7326044e+00 -2.6898941e-01 -1.1828523e+00 -1.8714715e+00]","[21.54714606 14.30966081 15.85338065 15.9655964  19.28176742 22.40028603
 37.531835  ]",[-0.03369557 -0.08957901 -0.0678187  -0.03963114  0.00473437  0.03466511],"[0.61566603 0.75802344 0.70778835 0.63693595 0.58014137 0.4830078
 0.5344382  0.56196    0.60290134 0.5956048  0.53788996 0.51074535]",[1070.90166971],1073.1732,0.013691262,135.99917763157896,other
"[-5.1632764e+02  1.2330312e+02 -1.1660721e+00  2.5169025e+01
  6.7519298e+00  8.7812157e+00 -6.6369230e-01  4.3054771e+00
 -1.9434385e+00  1.6593202e+00 -1.3645262e+01  1.2852876e+00
  1.2024513e+00 -1.5622644e+01 -3.3365769e+00 -1.0772027e+00
 -3.5463886e+00 -6.0076590e+00 -5.5547816e-01  3.0975418e+00
  2.9618058e+00 -1.2214028e+00  2.5604193e+00 -2.3903670e+00
 -5.7619133e+00  1.6981676e+00 -8.6282271e-01 -4.8195577e+00
  1.5116484e+00 -1.3545409e-01 -2.6592784e+00  6.7161369e-01
 -3.0579014e+00 -1.1408951e+00 -1.3889147e+00 -3.8102078e+00
 -1.5031180e+00 -1.4537145e+00 -1.4952297e+00  1.1599439e+00]","[22.41020351 14.60894736 16.27280965 15.69754943 18.57533168 20.42881065
 37.80396076]",[-0.05682283 -0.01139614  0.02776257 -0.04984959  0.00229485  0.0126035 ],"[0.6567435  0.6723033  0.6367498  0.562035   0.5212838  0.6685918
 0.5968508  0.5792578  0.48836467 0.46471307 0.5027802  0.57172763]",[1059.9138576],854.2464,0.0141747305,117.45383522727273,other
"[-5.0560437e+02  1.1914486e+02  3.5733523e+00  2.9645132e+01
  1.1782633e+01  4.5640383e+00  2.7805800e+00  4.3328199e+00
 -4.3919311e+00 -6.7098961e+00 -1.6325670e+01 -4.1610286e-01
 -6.7646611e-01 -1.4227511e+01 -7.1234740e-02 -1.0625478e+00
 -5.7961955e+00 -3.2642748e+00  3.4849048e-01 -3.1005213e+00
 -1.4202145e+00  4.3831524e-01 -8.6898452e-01 -7.2940212e-01
 -4.7032493e-01 -4.1453476e+00 -3.0669796e+00 -1.6690265e+00
 -2.8524158e+00  1.0120180e-01 -3.1273954e+00 -1.1302136e+00
 -1.5638391e+00 -3.3530676e+00 -2.0149069e+00 -2.5480082e+00
 -1.5949055e+00 -1.9186460e+00 -2.7861142e+00 -3.1793895e+00]","[22.28555237 15.82871865 17.00875244 15.85435065 18.62617875 20.60136062
 37.68423183]",[-0.10620154  0.00335092  0.1248084  -0.11980396 -0.00029357  0.0204858 ],"[0.51773643 0.6086167  0.6554591  0.6302954  0.48170954 0.40669766
 0.38341898 0.35985845 0.35948095 0.4791802  0.5886415  0.48637384]",[968.8439191],967.893,0.017069766,161.4990234375,other
"[-5.1966779e+02  1.1758941e+02 -6.5384188e+00  2.6456465e+01
  1.1811901e+01  3.4998755e+00  8.3952546e-01  3.5639782e+00
 -9.0306492e+00 -5.1715794e+00 -1.2742041e+01 -1.8935627e+00
 -9.8216373e-01 -1.3434152e+01 -1.4094547e+00 -2.2855735e+00
 -4.3777137e+00 -3.7966416e+00 -2.2235925e+00 -3.3653009e+00
 -1.4969858e+00 -3.2429215e-02 -2.7476416e+00 -4.1736012e+00
 -1.2632636e+00 -3.1280236e+00 -2.2728329e+00 -2.9579794e+00
 -1.6283393e+00  1.1101706e+00 -4.5732808e+00 -1.7194681e+00
 -2.3647382e+00 -2.5619705e+00 -4.1716504e+00 -2.2702472e+00
  5.2502257e-01 -4.2566595e+00 -3.1975188e+00 -4.3512940e+00]","[25.27609116 15.88776892 16.29251404 14.96337878 17.55872968 19.59809152
 37.34268054]",[-0.07882663  0.02800994  0.10229718 -0.10628476 -0.00661367  0.03520075],"[0.48346275 0.5465319  0.62492776 0.659667   0.56558084 0.4550012
 0.39578158 0.39345556 0.3826155  0.47056565 0.5913467  0.57238257]",[1052.32354058],1169.1304,0.012953417,143.5546875,other
"[-5.1160129e+02  1.1258538e+02 -5.1982989e+00  2.9133907e+01
  9.8701658e+00  7.6854861e-01  5.6248713e-01  3.8173969e+00
 -7.4929709e+00 -6.3639717e+00 -1.3803782e+01 -1.8258764e+00
 -1.4013057e+00 -1.4201518e+01  3.5769817e-01 -4.3040514e+00
 -6.2538500e+00 -2.1152852e+00 -6.1271256e-01 -1.6726512e+00
 -9.6716177e-01  2.0436952e+00 -3.4289503e+00 -2.2839541e+00
  1.1014735e+00 -6.5991516e+00 -1.7910898e+00 -1.7760187e+00
 -5.3976784e+00 -4.2226560e-02 -1.9160125e+00  3.2653782e-01
 -1.5839242e+00 -2.7933021e+00 -6.1833553e+00 -3.2408111e+00
  4.3873888e-01 -5.0021691e+00 -2.3147862e+00 -3.4375572e+00]","[24.42349668 16.36657089 17.51981294 16.25451199 18.89401752 20.94489165
 38.35590807]",[-0.02782967  0.02391995  0.06539175 -0.15655775 -0.02298035  0.01647075],"[0.48047024 0.59526527 0.64265186 0.6474337  0.53194195 0.435233
 0.39506942 0.36054042 0.3786527  0.47567928 0.5905221  0.49408498]",[1104.40204932],1328.2201,0.012994238,151.99908088235293,other
"[-5.0742749e+02  1.1001638e+02 -3.3027804e+00  2.6828787e+01
  1.2260568e+01 -9.0999049e-01 -5.4074999e-02  4.9324722e+00
 -5.7389832e+00 -7.9112659e+00 -1.5621485e+01  7.9073060e-01
 -2.2854249e+00 -1.8159184e+01 -1.3478881e+00 -1.5122547e+00
 -8.2026253e+00 -1.2286524e+00  1.4686905e+00 -4.5027041e+00
 -2.9952240e+00 -9.8143458e-01 -1.6444280e+00 -1.2959181e+00
  8.7815505e-01 -2.9743268e+00 -1.5748643e+00 -2.8970580e+00
 -3.7178202e+00 -1.2062222e+00 -5.9017835e+00 -1.9691305e+00
 -3.0329609e+00 -2.3724222e+00 -1.8790728e+00 -3.2805791e+00
 -2.2769926e+00 -4.8615170e+00 -3.6359961e+00 -2.6956105e+00]","[25.16402368 17.39498841 16.53667381 16.10726034 20.12446383 21.88100436
 37.71987853]",[-0.09017768  0.06000088  0.07755475 -0.08526969  0.00558153  0.0560957 ],"[0.4769693  0.565321   0.6287046  0.68799543 0.5659775  0.3920429
 0.3376512  0.33680016 0.33917764 0.3839132  0.51558775 0.4875558 ]",[1139.3420137],1404.5879,0.014381503,151.99908088235293,other
"[-5.03140198e+02  1.21583435e+02 -5.41170168e+00  3.12684135e+01
  1.36412811e+01 -1.48882079e+00  2.95964718e+00  5.31886816e+00
 -4.43132401e+00 -1.00977516e+01 -1.65058117e+01 -1.18061650e+00
 -4.79282427e+00 -1.68744659e+01 -2.05036139e+00 -2.19788337e+00
 -9.91322994e+00 -2.75388527e+00  2.65571952e+00 -4.14638090e+00
 -1.96446049e+00  1.69063163e+00 -1.44561505e+00 -2.17088008e+00
  9.44298580e-02 -5.60105562e+00 -3.18770838e+00 -1.94189489e+00
 -2.89524841e+00 -3.92520666e-01 -3.84584260e+00 -1.43147075e+00
 -2.11187339e+00 -2.33853865e+00 -5.49991798e+00 -3.18770385e+00
 -1.05000162e+00 -3.94956017e+00 -1.84109938e+00 -3.82550740e+00]","[24.54831593 16.85019145 16.54808132 15.6593864  19.19524452 21.28012608
 36.07519545]",[-0.06148995  0.03780722  0.06430023 -0.09599408 -0.01002205  0.03636022],"[0.522575   0.61673415 0.67262673 0.6732764  0.5053992  0.37082687
 0.34525985 0.35368678 0.33368906 0.36715972 0.46935764 0.44648823]",[912.07905976],996.97375,0.017307287,135.99917763157896,other
"[-5.20352356e+02  1.16234955e+02  6.93835926e+00  2.76201401e+01
  1.38225317e+01  3.86861420e+00  2.79715252e+00  3.63208961e+00
 -4.25027132e+00 -4.94051266e+00 -1.40953646e+01 -3.45905638e+00
 -1.40590465e+00 -1.41965179e+01 -2.38525033e+00 -2.72774458e+00
 -7.62558699e+00 -2.61599779e+00  3.73744905e-01  6.45308614e-01
 -9.78981674e-01 -1.57959974e+00 -7.98252523e-01 -5.63470900e-01
 -3.72644775e-02 -5.31444168e+00 -2.25199962e+00 -2.66365433e+00
 -2.59444213e+00  1.54968715e+00 -3.19760466e+00 -1.58674288e+00
 -1.19590020e+00 -1.15345097e+00 -4.23096228e+00 -2.57003999e+00
  6.41649067e-02 -2.94934440e+00 -1.69795036e+00 -2.71937060e+00]","[23.09919482 15.77233747 15.88097061 14.66129894 17.84411569 20.1452718
 37.91119005]",[-0.02990419  0.02085342  0.06132016 -0.12701899 -0.00211648  0.01642063],"[0.46140504 0.5115419  0.58540845 0.61650693 0.5332492  0.44518572
 0.4248382  0.419704   0.39292845 0.4434394  0.5561032  0.52934295]",[992.78715921],1025.3896,0.015144804,117.45383522727273,other
